Amp training started. 2016-07-29T16:15:54

Local environment descriptor: Behler
Regression: NeuralNetwork

Parallel processing over 1 cores.

Training on 239 images.
Hashing images...
 239 unique images after hashing.
 ...hashing completed. 0.0 min.
1 unique elements included: C
Symmetry functions for each element:
  C: 8
Hidden-layer structure:
  C: [1, 1]
Initial weights already present.
Initial scalings already present.
Calculating atomic fingerprints...
 Saved fingerprints file scripts/2016-07-28/generic2/3-3-3/fingerprints.db loaded with 239 entries. 0.0 min.
 Calculating 0 of 239 fingerprints (239 exist in file).
 ...all fingerprint operations complete. 0.0 min.
Re-shaping images data to send to fortran90...
 ...data re-shaped. 0.0 min.
Initial parameters saved in file scripts/2016-07-28/generic2/3-3-3/initial-parameters.json.

Starting optimization of cost function...
 Energy goal: 1.000e-03
 No force training.
Step              Time               Cost     RMS (Energy
                                    Function    per Atom)
                                                 Error
=====  ==========================  =========  ==========
  232        2016-07-29T16:16:27  8.660e-02    1.903e-02
  233        2016-07-29T16:16:27  8.654e-02    1.903e-02
  234        2016-07-29T16:16:27  8.645e-02    1.902e-02
  235        2016-07-29T16:16:27  8.634e-02    1.901e-02
  236        2016-07-29T16:16:27  8.662e-02    1.904e-02
  237        2016-07-29T16:16:28  8.630e-02    1.900e-02
  238        2016-07-29T16:16:28  8.624e-02    1.900e-02
  239        2016-07-29T16:16:28  8.615e-02    1.899e-02
  240        2016-07-29T16:16:28  8.604e-02    1.897e-02
  241        2016-07-29T16:16:28  8.620e-02    1.899e-02
  242        2016-07-29T16:16:28  8.597e-02    1.897e-02
  243        2016-07-29T16:16:28  8.607e-02    1.898e-02
  244        2016-07-29T16:16:28  8.594e-02    1.896e-02
  245        2016-07-29T16:16:29  8.590e-02    1.896e-02
  246        2016-07-29T16:16:29  8.583e-02    1.895e-02
  247        2016-07-29T16:16:29  8.572e-02    1.894e-02
  248        2016-07-29T16:16:29  8.577e-02    1.894e-02
  249        2016-07-29T16:16:29  8.567e-02    1.893e-02
  250        2016-07-29T16:16:29  8.560e-02    1.892e-02
  251        2016-07-29T16:16:29  8.549e-02    1.891e-02
  252        2016-07-29T16:16:29  8.597e-02    1.897e-02
  253        2016-07-29T16:16:30  8.545e-02    1.891e-02
  254        2016-07-29T16:16:30  8.541e-02    1.890e-02
  255        2016-07-29T16:16:30  8.534e-02    1.890e-02
